,classification_id,username,created_at,subject_data,subject_id,age_group,validity,in_time_range,angle,intersection_point_x,intersection_point_y,major_axis_length,major_x1,major_y1,major_x2,major_y2,minor_axis_length,minor_x1,minor_y1,minor_x2,minor_y2
0,115530388,not-logged-in-d3236f798a281008a643,2018-06-28 16:02:00+00:00,"{""8735435"":{""retired"":{""id"":5266526,""workflow_id"":3449,""classifications_count"":1288,""created_at"":""2017-04-03T21:06:07.215Z"",""updated_at"":""2017-04-20T00:09:43.383Z"",""retired_at"":""2017-04-20T00:09:43.341Z"",""subject_id"":8735435,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00119.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735435,18+,Good,In,89.76834717,426.1105121,83.95552561,148.2160585,430,12,422,160,80.09993758,387,82,467,86
0,115530388,not-logged-in-d3236f798a281008a643,2018-06-28 16:02:00+00:00,"{""8735435"":{""retired"":{""id"":5266526,""workflow_id"":3449,""classifications_count"":1288,""created_at"":""2017-04-03T21:06:07.215Z"",""updated_at"":""2017-04-20T00:09:43.383Z"",""retired_at"":""2017-04-20T00:09:43.341Z"",""subject_id"":8735435,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00119.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735435,18+,Good,In,88.41485434,335.6977108,232.9543992,140.4635184,321,168,352,305,77.46612163,300,240,376,225
0,115530440,not-logged-in-d3236f798a281008a643,2018-06-28 16:03:00+00:00,"{""8735474"":{""retired"":{""id"":5260607,""workflow_id"":3449,""classifications_count"":1412,""created_at"":""2017-04-03T16:02:51.246Z"",""updated_at"":""2017-04-19T23:57:02.419Z"",""retired_at"":""2017-04-19T23:57:02.385Z"",""subject_id"":8735474,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-40.96726"",""longitude"":""175.8757611"",""image_name"":""PLD_12021_branch100x_00018.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Feb 26, 2009"",""other comments"":""Corticolous on rohata (Lophomyrtus obcordata) in dense alluvial forest""}}",8735474,18+,Good,In,89.64632684,148.7469136,232,162.0030864,148,111,149,273,84,89,232,173,232
0,115530729,not-logged-in-d3236f798a281008a643,2018-06-28 16:08:00+00:00,"{""8735432"":{""retired"":{""id"":5264980,""workflow_id"":3449,""classifications_count"":1375,""created_at"":""2017-04-03T19:58:03.113Z"",""updated_at"":""2017-04-20T01:21:44.365Z"",""retired_at"":""2017-04-20T01:21:44.328Z"",""subject_id"":8735432,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00106.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735432,18+,Good,In,87.72454356,238.0596027,173,151.1191583,241,99,235,250,79,200,173,279,173
0,115530729,not-logged-in-d3236f798a281008a643,2018-06-28 16:08:00+00:00,"{""8735432"":{""retired"":{""id"":5264980,""workflow_id"":3449,""classifications_count"":1375,""created_at"":""2017-04-03T19:58:03.113Z"",""updated_at"":""2017-04-20T01:21:44.365Z"",""retired_at"":""2017-04-20T01:21:44.328Z"",""subject_id"":8735432,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00106.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735432,18+,Good,In,87.36000606,152.7677536,97.42928586,131.1373326,150,37,156,168,76.32168761,114,101,190,94
0,115530729,not-logged-in-d3236f798a281008a643,2018-06-28 16:08:00+00:00,"{""8735432"":{""retired"":{""id"":5264980,""workflow_id"":3449,""classifications_count"":1375,""created_at"":""2017-04-03T19:58:03.113Z"",""updated_at"":""2017-04-20T01:21:44.365Z"",""retired_at"":""2017-04-20T01:21:44.328Z"",""subject_id"":8735432,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00106.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735432,18+,Good,In,87.55366941,403.2365039,357.1336761,122.9715414,392,314,423,433,66.49060084,376,363,441,349
0,115530729,not-logged-in-d3236f798a281008a643,2018-06-28 16:08:00+00:00,"{""8735432"":{""retired"":{""id"":5264980,""workflow_id"":3449,""classifications_count"":1375,""created_at"":""2017-04-03T19:58:03.113Z"",""updated_at"":""2017-04-20T01:21:44.365Z"",""retired_at"":""2017-04-20T01:21:44.328Z"",""subject_id"":8735432,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00106.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735432,18+,Good,In,89.66657722,521.1507846,435.275278,131.381125,518,394,528,525,73.24616031,488,438,561,432
0,115530729,not-logged-in-d3236f798a281008a643,2018-06-28 16:08:00+00:00,"{""8735432"":{""retired"":{""id"":5264980,""workflow_id"":3449,""classifications_count"":1375,""created_at"":""2017-04-03T19:58:03.113Z"",""updated_at"":""2017-04-20T01:21:44.365Z"",""retired_at"":""2017-04-20T01:21:44.328Z"",""subject_id"":8735432,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-29.26666667"",""longitude"":""-177.9166667"",""image_name"":""Dna_F063_stem_100x_00106.jpg"",""collector_name"":""R.J. Stanley"",""data_collected"":""Dec 31, 2001"",""other comments"":""on fallen pohutukawa, with Metalejeunea""}}",8735432,18+,Good,In,88.52032074,320.5223835,266.1945045,151.9901313,308,204,338,353,63.95310782,293,271,356,260
0,115531832,not-logged-in-d3236f798a281008a643,2018-06-28 16:21:00+00:00,"{""8735462"":{""retired"":{""id"":5262315,""workflow_id"":3449,""classifications_count"":1063,""created_at"":""2017-04-03T17:44:21.845Z"",""updated_at"":""2017-04-20T00:40:29.433Z"",""retired_at"":""2017-04-20T00:40:29.428Z"",""subject_id"":8735462,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-40.96726"",""longitude"":""175.8757611"",""image_name"":""PLD_12021_branch100x_00006.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Feb 26, 2009"",""other comments"":""Corticolous on rohata (Lophomyrtus obcordata) in dense alluvial forest""}}",8735462,11-17 years,Good,In,88.64782168,452.8456351,358.523417,174.1034175,450,276,456,450,92.00543462,409,359,501,358
0,115531871,not-logged-in-d3236f798a281008a643,2018-06-28 16:22:00+00:00,"{""8735453"":{""retired"":{""id"":5337298,""workflow_id"":3449,""classifications_count"":1041,""created_at"":""2017-04-04T15:54:03.840Z"",""updated_at"":""2017-04-20T00:25:42.980Z"",""retired_at"":""2017-04-20T00:25:42.962Z"",""subject_id"":8735453,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.33530944"",""longitude"":""175.2797856"",""image_name"":""PDL_12009_stem_100x_00057.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Feb 24, 2010"",""other comments"":""Common, corticolous on Kunzea aff. ericoides in alluvial forest""}}",8735453,11-17 years,Bad,In,79.1669901,293.1664349,433.4235747,186.9545399,219,395,385,481,101.8282868,262,473,325,393
0,115531871,not-logged-in-d3236f798a281008a643,2018-06-28 16:22:00+00:00,"{""8735453"":{""retired"":{""id"":5337298,""workflow_id"":3449,""classifications_count"":1041,""created_at"":""2017-04-04T15:54:03.840Z"",""updated_at"":""2017-04-20T00:25:42.980Z"",""retired_at"":""2017-04-20T00:25:42.962Z"",""subject_id"":8735453,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.33530944"",""longitude"":""175.2797856"",""image_name"":""PDL_12009_stem_100x_00057.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Feb 24, 2010"",""other comments"":""Common, corticolous on Kunzea aff. ericoides in alluvial forest""}}",8735453,11-17 years,Good,In,88.80177759,127.4096646,424.3826181,168.9615341,111,369,159,531,98.49365462,74,439,169,413
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Good,In,87.91254722,486.0933096,453.9037745,134.380058,444,410,537,507,91.93475948,454,487,518,421
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Good,In,83.88880602,217.3508382,327.9434102,143.0139853,151,320,293,337,75.92759709,207,373,224,299
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Bad,In,74.32383453,577.7260556,257.515448,132.0037878,540,208,620,313,76.40026178,603,224,557,285
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Bad,In,0.887071962,435,185,73.1641989,408,117,435,185,57.38466694,435,185,457,238
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Good,In,85.9678456,430.214442,172.9474836,87.66413178,480,149,401,187,73.1641989,408,117,435,185
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Good,In,86.50869391,304.9598008,54.10850231,137.2443077,288,4,332,134,82.07923002,342,39,266,70
0,115536512,not-logged-in-d3236f798a281008a643,2018-06-28 17:02:00+00:00,"{""8735436"":{""retired"":{""id"":5358844,""workflow_id"":3449,""classifications_count"":1356,""created_at"":""2017-04-04T17:41:45.447Z"",""updated_at"":""2017-04-20T00:09:57.371Z"",""retired_at"":""2017-04-20T00:09:57.330Z"",""subject_id"":8735436,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-41.95131"",""longitude"":""146.71142"",""image_name"":""F_1061443_br_F_X100_00058.jpg"",""collector_name"":""John J. Engel"",""data_collected"":""Jan 4, 2005"",""other comments"":""On bark""}}",8735436,Skip,Good,In,85.81508387,92.64160689,212.4969871,141.0319113,22,214,163,211,74.33034374,89,174,96,248
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,89.73408842,555.5620181,203.544951,163.7833935,594,159,487,283,81.56592426,521,174,583,227
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,87.95339428,666.7574692,185.2319859,133.1540461,688,134,637,257,76.96752562,640,173,710,205
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,89.20631028,406.4756329,231.9463181,163.343197,455,183,340,299,74.24957912,382,207,434,260
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Bad,In,1.831009744,243,217,61.52235366,243,217,287,260,16.2788206,231,206,243,217
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,88.16899026,262.0769231,235.6433566,146.5093854,314,179,215,287,61.52235366,243,217,287,260
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Bad,In,76.51378545,101.1789165,218.349634,122.7884359,148,179,54,258,85.80209788,75,199,144,250
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Bad,In,69.4263259,527.1756849,478.1939744,160.5521722,574,523,458,412,87.66413178,486,498,565,460
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,89.03763141,333.7305451,469.7963661,144.2567156,260,460,403,479,80.89499366,340,428,328,508
0,115537763,not-logged-in-d3236f798a281008a643,2018-06-28 17:19:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Bad,In,73.97002984,38.79208543,445.3228643,111.6646766,1,459,106,421,74.16872656,36,404,41,478
0,115537998,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735482"":{""retired"":{""id"":5381974,""workflow_id"":3449,""classifications_count"":1263,""created_at"":""2017-04-04T20:45:34.604Z"",""updated_at"":""2017-04-19T15:38:11.970Z"",""retired_at"":""2017-04-19T15:38:11.807Z"",""subject_id"":8735482,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-40.96726"",""longitude"":""175.8757611"",""image_name"":""PLD_12021_branch100x_00025.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Feb 26, 2009"",""other comments"":""Corticolous on rohata (Lophomyrtus obcordata) in dense alluvial forest""}}",8735482,11-17 years,Good,In,87.76814005,287.6151126,134.0247521,143.0559331,360,132,217,136,91.00549434,288,99,287,190
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,88.84815963,117.7126501,82.69226473,95.85405573,161,64,73,102,74.73285757,106,57,137,125
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,81.72772479,120.8776596,210.0585106,77.20103626,156,184,94,230,73.8241153,102,175,137,240
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,88.57934325,279.5858363,225.1427391,129.4179277,319,187,226,277,84.14867795,253,199,313,258
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,82.58778917,406.9498433,230.8448276,129.8345101,445,186,361,285,59.46427499,388,210,428,254
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Bad,In,77.73583604,547.0640861,206.8238913,135.2479205,581,164,497,270,59.03388857,525,196,578,222
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,85.83658608,678.2452229,180.1760692,92.96235797,692,158,643,237,47.41307836,655,168,697,190
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Good,In,86.36740351,323.5569026,470.5134924,99.689518,372,482,275,459,77.1038261,331,427,318,503
0,115538056,not-logged-in-d3236f798a281008a643,2018-06-28 17:22:00+00:00,"{""8735447"":{""retired"":{""id"":5265800,""workflow_id"":3449,""classifications_count"":1332,""created_at"":""2017-04-03T20:37:07.921Z"",""updated_at"":""2017-04-19T17:43:44.622Z"",""retired_at"":""2017-04-19T17:43:44.400Z"",""subject_id"":8735447,""retirement_reason"":""classification_count""},"""":"""",""latitude"":""-37.55259944"",""longitude"":""178.1640586"",""image_name"":""PDL_11610_br_S_X100_00123.jpg"",""collector_name"":""Peter de Lange"",""data_collected"":""Jan 25, 2009"",""other comments"":""On cobbled beach, corticolous on pohutukawa (Metrosideros excelsa)""}}",8735447,11-17 years,Bad,In,3.066485501,490,460.5178571,112.1605991,555,464,443,458,59,490,430,490,489
