# ----------------------------------------
# All Web Site Data
# Microplants Age Survey Report
# 20180620-20190623
# ----------------------------------------

Date,Hour,Minute,Event Action,Event Label,Total Events
20180710,13,49,Answer: 18+,SessionID: E3a297a430f6bbc33fb456a1ecad18e699f8be1e0db23600481019c880b6d87f,1
20180710,14,13,Answer: 10 and Under,SessionID: 94ad7894d05c4ecf49aaa0ceab895148c6c04f1e8b8e83e41f805df964a4b999,1
20180710,14,15,Answer: 10 and Under,SessionID: 76a6cadcb47e1ec4274f23c0fe104da4117481c7e88e99ff1e738eef83c53f9a,1
20180710,14,37,Answer: Skip,SessionID: 307a24ce2370a1cb7fcda1a25181d1e05c3c868cad68d213c674134d9740d350,1
20180710,15,05,Answer: 18+,SessionID: 49140e2470d46b09a47d0ed7d8982a6bffff63c8664565b7eff75ff15b80e33a,1
20180710,15,06,Answer: Skip,SessionID: 49140e2470d46b09a47d0ed7d8982a6bffff63c8664565b7eff75ff15b80e33a,1
20180711,10,28,Answer: Skip,SessionID: C8430369f1624d11df1873aa54d98893a85634e7328b80d4acda4b2a07e411a0,1
20180711,10,41,Answer: 11-17,SessionID: 5b426adff766fecea0ff66b01862021c2bcfa5c226cb1586080dfaa7f7b68f29,1
20180711,10,41,Answer: 18+,SessionID: 2e05009ad8bfebe2d787949cdc3055eef706a2c0c6459bb6e3dfef3bdedcb53c,1
20180711,10,42,Answer: 10 and Under,SessionID: 2aa1e3f78ef1054c4c4ecad92e56d788d810663ab09cb09e5a0b10f51e206764,1
20180711,10,42,Answer: 11-17,SessionID: 2aa1e3f78ef1054c4c4ecad92e56d788d810663ab09cb09e5a0b10f51e206764,1
20180711,10,44,Answer: 10 and Under,SessionID: 5b426adff766fecea0ff66b01862021c2bcfa5c226cb1586080dfaa7f7b68f29,1
20180711,11,13,Answer: 10 and Under,SessionID: D75b32c9274bb3df9b922ca0f12d894511e5518fe6bf19c054b46fa50dc5775c,1
20180711,11,19,Answer: 11-17,SessionID: 9b05553a6ac1f5b66c9319ad90c57f1e658b6513adf7bcd40555e870ab31d420,1
20180711,11,23,Answer: 18+,SessionID: E5899d03fb78d9282a3797ea81e8a65a621fbdb9fb079f76b5af3ad91e8c3d81,1
20180711,11,40,Answer: 18+,SessionID: 5c8e8f139a80647eaf7718fffb09c0f8abfda14f28a6b89971a9b28c3d21bd5c,1
20180711,11,46,Answer: 18+,SessionID: 3f4a54e5a78842a1a5b43c77f03e683f20c6c0ddfb9e1b6a4abd2622f02e86a9,1
20180711,12,15,Answer: Skip,SessionID: Ab2a0b2f9e454570d3d16f1067ce4d76caf3c03a381f1128cdb1514df95e564a,1
20180711,12,18,Answer: 11-17,SessionID: F109b6022141c363ff12691107c8eb505cb2483e87d3678ad351c1938f173961,1
20180711,12,25,Answer: 10 and Under,SessionID: F176234d342774ae39807fb075293d8ef4c9a550a217c70df227a3c1b5f264c2,1
20180711,12,40,Answer: 11-17,SessionID: 9cde230b2782cecc835521cde747236299f068071c75e517c826dac41bd395e3,1
20180711,12,59,Answer: 18+,SessionID: B03596bda38a52f49afd65377cc832f8ebab6ada04af068f7389c370fbacc1d1,1
20180711,13,35,Answer: 18+,SessionID: 9d0a2829eeaee73b7bab101eb15f67191fe3f0a72f10f564837c239f73adf404,1
20180711,13,57,Answer: 18+,SessionID: 3306233590e70a28ff2aa313f15da2224ae620dad6a1881f2afc4e2ed54c53ca,1
20180711,18,43,Answer: 10 and Under,SessionID: 2dccbd14bab938bc82aa6f3fa1b090e289b94f6899e470570a4dd7c399637af1,1
20180711,19,38,Answer: 10 and Under,SessionID: 5120c4d7502672016252d4cdeb8cb57b4497dd418e7d3606b8330806a43df84f,1
20180711,20,13,Answer: 18+,SessionID: 5120c4d7502672016252d4cdeb8cb57b4497dd418e7d3606b8330806a43df84f,1
20180712,10,19,Answer: Skip,SessionID: 7f0d10bc0b6ff55e053ec4e82d5ff1b201904d22b49881d12cb39c0a838859ed,1
20180712,10,44,Answer: Skip,SessionID: 75ab62c8f81222a780f34abf849d7e767c9f2317248ae185d5e428a2b07891ab,1
20180712,10,46,Answer: 10 and Under,SessionID: A8f051b6ac4c761a6cdee69781a00d26d5986a0e20564a2e0298a1af060a3510,1
20180712,10,49,Answer: Skip,SessionID: 766d82d823220d50711b60a19868a9749cf5653e43c98b8c8449b392f4aa3d01,1
20180712,10,51,Answer: 18+,SessionID: 1ae559f9f7fd619d6e6bc01e0d69603b12b4376b343df954792cb9f23e8bf268,1
20180712,12,09,Answer: 10 and Under,SessionID: 802f23c02ec66900b4cb8fa85822130a184db7a48ff16705f10482e92bc84eba,1
20180712,12,42,Answer: Skip,SessionID: Ebdb18a68f45194272b8c30734a7364d3c6402ddd225849fc88f1ffab668d203,1
20180712,12,44,Answer: 10 and Under,SessionID: 7a7defa3b1ca7d15d6b4725aee0f79f555a7370eac0167cc1910b58678473403,1
20180712,12,47,Answer: 10 and Under,SessionID: 917d683afbafecc3d7fdaab8ad112e32252a173b7f3c72cf46e8d33e29a8a72c,1
20180712,12,55,Answer: 10 and Under,SessionID: 16ffbfa11088887066c01c414006c5faa31b333535cf792597a8e6e662484e80,1
20180712,12,55,Answer: 10 and Under,SessionID: D45f9dc39475dd92179c13ea6e58b5b06f81b7221b2df11bf33c19f59fd1b1b6,1
20180712,13,04,Answer: Skip,SessionID: 883912351c8df0882fc65ad061adbceba84364abdf5afd0829a674287d9b0872,1
20180712,13,05,Answer: 10 and Under,SessionID: 3fb0928ed63ed2fd8d0e08c6427ebd0241cf50943c211b51eff51988a9ed02d5,1
20180712,13,11,Answer: 10 and Under,SessionID: 3fb0928ed63ed2fd8d0e08c6427ebd0241cf50943c211b51eff51988a9ed02d5,1
20180712,13,26,Answer: Skip,SessionID: 7969ddeabec4e2bbc7d7bab18a34003cac463f50a55c4204bea5cc995b65d4e3,1
20180712,13,40,Answer: 10 and Under,SessionID: 7969ddeabec4e2bbc7d7bab18a34003cac463f50a55c4204bea5cc995b65d4e3,1
20180712,13,55,Answer: 11-17,SessionID: B7414dcb9e66e6e54a2f7a5ff969f6a0ab8a1ed0a727965244656cfc9d38f5f5,1
20180712,13,57,Answer: 18+,SessionID: B7414dcb9e66e6e54a2f7a5ff969f6a0ab8a1ed0a727965244656cfc9d38f5f5,1
20180712,14,08,Answer: 18+,SessionID: B7414dcb9e66e6e54a2f7a5ff969f6a0ab8a1ed0a727965244656cfc9d38f5f5,1
20180712,14,45,Answer: 10 and Under,SessionID: 763cddd0073fc6aa218dfa41e8bdf403dfcd3a2f164879030f45ca3ffe2ecbbf,1
20180712,14,50,Answer: 18+,SessionID: B526532401619fb903222cbe79a56100fa511027490c02c6907854b355a4e96d,1
20180712,14,53,Answer: Skip,SessionID: 622d17f798c5946ca49f04437873d51ad6985706ad29ea41b281925d0523e2aa,1
20180712,14,54,Answer: 11-17,SessionID: 163b306c8e8c5fbe7cf39dcb3d886149a8cabe28e7b0db7c501a31e458386fac,1
20180712,14,54,Answer: Skip,SessionID: 695afb3254726406fabaeaf152d2cfd21d8d647ce45cd9dc271b6d1ba9f8ad6b,1
20180712,14,58,Answer: Skip,SessionID: 695afb3254726406fabaeaf152d2cfd21d8d647ce45cd9dc271b6d1ba9f8ad6b,1
20180713,11,07,Answer: 10 and Under,SessionID: 73b22f89613bf37dc9cd7f1da4a995aa286effe43bbd93c5e3165cd08985d6a8,1
20180713,11,23,Answer: 11-17,SessionID: 73b22f89613bf37dc9cd7f1da4a995aa286effe43bbd93c5e3165cd08985d6a8,1
20180713,11,26,Answer: Skip,SessionID: 5eadb4a697751d0b288b8584490a8a190f413a5f0588e67c69a37a2e2c814390,1
20180713,11,32,Answer: 11-17,SessionID: 69938e0df5fc847c0390bbee1b981d8cf615d6c5e19de0347d8dfa415501277f,1
20180713,11,47,Answer: 10 and Under,SessionID: 69938e0df5fc847c0390bbee1b981d8cf615d6c5e19de0347d8dfa415501277f,1
20180713,12,25,Answer: 18+,SessionID: 1d11fb69dbc9ae15570c81db49472507eee2520d9459b180d6a00004d5540b82,1
20180713,12,38,Answer: Skip,SessionID: C0d54c838c5d03de99ca59588eb7651b94eeb0ccbf606315c4e2eae56d1ab7d4,1
20180713,13,14,Answer: 18+,SessionID: 499d98650dbe48732cbe5405275e17aa5dd3bde03b50e97bd6fcb84b62948463,1
20180713,13,22,Answer: 10 and Under,SessionID: 47a333255f16eb150c593474c6c83f1a8cdeac9579fe15904c9ecc11141f6330,1
20180713,13,27,Answer: 10 and Under,SessionID: 3b02b050ea97ea1b0d85667021f7fe44a97153a7d4ae01525e8b5af145a85dd0,1
20180713,13,31,Answer: 18+,SessionID: Ad848d0abcf5f0697f1afc7a1883f05284e63d3df887dbc40450097f1b970332,1
20180713,13,54,Answer: 18+,SessionID: F59544a19931bb13e8fba49da39c6a5b5d8187df705d77e880df041a42f5b8cc,1
20180713,13,57,Answer: 11-17,SessionID: 701944afd4aba606410e0cabce878b1bd41c1c2f2032df5dfe3dc2b971921c05,1
20180713,14,05,Answer: 10 and Under,SessionID: Ef1cdc85a7a9ece1a0932ed26bd7232f90f78757e61edbaed3f0985ea5f07a7d,1
20180713,14,31,Answer: 10 and Under,SessionID: Ccd564fcb252e231d03d19852a456dc0506f67aa0e920d5b4ec59f7379e8bf99,1
20180713,14,34,Answer: 10 and Under,SessionID: 4b668066d8e793f4a6d330a2e93378126f8dc8149db3fc4b138119f23465399c,1
20180713,14,47,Answer: Skip,SessionID: 4c5920766c1f509a1ee95711da11e4e5fcaf6d2a32919b86935118beca3f81b7,1
20180713,14,58,Answer: 10 and Under,SessionID: 837231592177f7569fb2ee40164700b5628bd95c0c38f6dd396f7e28c7f93449,1
20180714,10,15,Answer: 11-17,SessionID: Cda620155513e38105ba1bd8d13b9512dba9967765aef1e642327981670e2ef5,1
20180714,10,35,Answer: 11-17,SessionID: 7f4a2782e85f63cb259795bd5beb84e2457adf600019766dc178ea539c79dce3,1
20180714,10,45,Answer: 18+,SessionID: 82c378401d67507169378f0a3f4b07e996e1be4ed8e4f8b607251f49d00f33cb,1
20180714,10,47,Answer: 11-17,SessionID: F8ee945378582aa8e63dd528fa7d748282b4b1944f3310fbda74beb2de9dc461,1
20180714,10,59,Answer: 18+,SessionID: 287ac125504bcdc76b8081b4fc62d14833fe75cc07f4d52c70f12cd97175ed74,1
20180714,11,03,Answer: 11-17,SessionID: A186a84ad7f3d3c5e10aba7ecec32b949ac62812c038c21c093a819d29c76ee1,1
20180714,11,07,Answer: 11-17,SessionID: 6a929ee6abdcab0416af0cb48e34f2da4434784503bbf9b694b46cfe33d8be89,1
20180714,11,26,Answer: 10 and Under,SessionID: 050d13462125dfc3048870787d7919fdf2cb38a24e1340e8bdad09f82570130c,1
20180714,11,35,Answer: 10 and Under,SessionID: B03848dc440c6b34e8ac33229091750e164d0e23dd6b7835e14e07fec3a54375,1
20180714,12,06,Answer: 18+,SessionID: 97de12c7d6e989f1da4160f049814a06a0211cce19b73eafaa9c5e967b58aee8,1
20180714,12,27,Answer: 18+,SessionID: 2d33cdc25dcb12c412f6e300e0ae3954518806ca64dc165bfb198eb9b9c374cb,1
20180714,12,28,Answer: 10 and Under,SessionID: 73954a14a1cfacadadf74851c5c7e453c10bc44889dc8dd547ed9f6cd95a0ad2,1
20180714,12,34,Answer: 11-17,SessionID: 33f6db2f790e0fd7cb3fd118319ca648108d6f0c36ed00554ac1bca78abcf4f9,1
20180714,12,49,Answer: 10 and Under,SessionID: 7825b730248ed3f15df362ff53fe70401ee9316b19f7a0d3df656b4014752a67,1
20180714,12,53,Answer: 10 and Under,SessionID: 6c8b9f16558affe34fc9b7290e38bf7ee0f8d6f4d9cb36904544bac52dba2f38,1
20180714,12,57,Answer: 18+,SessionID: 3dfa6c7ea3844dbd587d6e7de29e12dd944874b6b69608f9a7893a8b99185fae,1
20180714,13,04,Answer: 11-17,SessionID: A77e162eeaeae8b55ae8925c3a281c59c567bb60c0d13c83306336748ee25fb2,1
20180714,13,09,Answer: 10 and Under,SessionID: Dd1f5133b3514a32d27ff61b0dc7e3b0630e4224601c8c111964f13fd3954963,1
20180714,13,29,Answer: 10 and Under,SessionID: 8fd9368dc02b1f4445d39c1a59790c8b1bea0163300922b52bbc491139a1a628,1
20180714,13,31,Answer: 10 and Under,SessionID: 2c5f2188b8ed2ce5122d021d77adc950fceac714867ecf3f75867f62072c8022,1
20180714,13,38,Answer: 18+,SessionID: 285b75b52b88bfd5392b82fa3879e53ba055875dab119e5ea2c64e2abf6700f4,1
20180714,13,41,Answer: 11-17,SessionID: Ac7f724b3c874406cd1a1d042064c7d41ea660facff5791e38b08cfca1d6a718,1
20180714,13,46,Answer: 18+,SessionID: A996ffc8e477e96da18da4480a87ddc8dd1166b2bcfd2a791ce9b1c5bd5eceec,1
20180714,14,12,Answer: 18+,SessionID: A9b7c3561097b4f8e697f1101cccf4beb79b26d051360f4c970b20c4b929fc89,1
20180714,14,15,Answer: 18+,SessionID: 1127dce4e1dd8a21dc1628de317688dfac56cd4dcc69d356bcf7d35600158c72,1
20180714,14,18,Answer: 18+,SessionID: 66f911369fab06fb8ccd991b174c996dc9f855d7ffcaf274bbaddecdc18e1725,1
20180714,14,35,Answer: 18+,SessionID: C663df3b5ebb928ab649111c0313161373de519ee3cdb2617ba8758b675ff9b2,1
20180714,14,44,Answer: 11-17,SessionID: F6198f12f4ae3a3d07dc064a4cbc0bed900dd2e0fe1f574bf2a7918f74aa3e41,1
20180714,14,56,Answer: 18+,SessionID: A1dad5869fc30d255daf729a681ad43623f941f5325a1c6b237ced742981640e,1
20180714,15,00,Answer: 10 and Under,SessionID: Aa2c23c4694cba3efe2e1bc600153913e666dc033c16a6dfe6ddbb217d45d3bc,1
20180714,15,01,Answer: 11-17,SessionID: 0bb2c676e9cd6b7358c9ed40a02dab2290ff41fb583bc73260ebb1ca942f05dc,1
20180714,15,05,Answer: 18+,SessionID: 75615ae3b2c29530f447cf63e29f156f34b7e3dfe5a00be2604262d523e612d8,1
20180715,10,54,Answer: 10 and Under,SessionID: A31143c507a2dde4358677c48e1a5d57c7239754fbd8d513dfb5be3a813f7a39,1
20180715,11,09,Answer: 11-17,SessionID: 683711c2ed81b648141f5ec8c2ce4d4906cafac4e1559abb32b7fb3688af2a85,1
20180715,11,23,Answer: 11-17,SessionID: Bb3e7a50773d7e02af57c114b5b93fa9555f6ffc647ad95979c42a344bf74ac4,1
20180715,11,32,Answer: Skip,SessionID: 691d781a343894d8e129f4dfa236616e523daf4d140eaee1c72ed4fe3578c710,1
20180715,11,55,Answer: 10 and Under,SessionID: 691d781a343894d8e129f4dfa236616e523daf4d140eaee1c72ed4fe3578c710,1
20180715,12,00,Answer: 18+,SessionID: Eddb2b7c9f095175c0d8185f14564e9fa641a6749e23e7981e2676cd5b3537b3,1
20180715,12,07,Answer: 10 and Under,SessionID: 14423e1c578d254e04c876a3cf5a05273ed584f9959ca8d23279bd764a9a6e72,1
20180715,12,13,Answer: 18+,SessionID: D8873fc4b963edf06ff8b9730067beff7dab271b110592a7183211015ad45b0e,1
20180715,12,15,Answer: 18+,SessionID: 99f00005a23ba3469b2c0c3b797218f1ad4dd5358fac1b04e5200a7f437e71ee,1
20180715,12,43,Answer: 18+,SessionID: 99f00005a23ba3469b2c0c3b797218f1ad4dd5358fac1b04e5200a7f437e71ee,1
20180715,12,57,Answer: 18+,SessionID: 98f4d0c967d80e419922bd585cc0b3cc199247826bb9956e36583331686a2b17,1
20180715,13,05,Answer: 10 and Under,SessionID: B8c0d8faffa10c52541c860355f87330f28ae46606485ba0460345e264a021e6,1
20180715,13,22,Answer: 18+,SessionID: B8c0d8faffa10c52541c860355f87330f28ae46606485ba0460345e264a021e6,1
20180715,13,30,Answer: 18+,SessionID: B8c0d8faffa10c52541c860355f87330f28ae46606485ba0460345e264a021e6,1
20180715,13,35,Answer: 11-17,SessionID: A49820885387ab49b5a245d26a80a4a15d0b3b5088b09b63f5297144cf2a4cfa,1
20180715,13,48,Answer: 18+,SessionID: C00d43bc0ebd4ccc2f4d16e5d2d03ad37b510012d38558ec8f8fa335d5022d9f,1
20180715,13,49,Answer: 10 and Under,SessionID: 5ca779a8a260573e9b7e28e2e6e05c0eac0c400de59c58807e9a8bdf3c2baf0b,1
20180715,13,58,Answer: Skip,SessionID: 942f59f7fe089cb48da121ecb2495e89d8607d9675353d8d926a420a4dffc6c0,1
20180715,14,07,Answer: 10 and Under,SessionID: 942f59f7fe089cb48da121ecb2495e89d8607d9675353d8d926a420a4dffc6c0,1
20180715,14,28,Answer: Skip,SessionID: 42d2a473c8a2b9cab88256eee583b6b2de725bfbb54aad164daf354824ffff61,1
20180715,14,40,Answer: 18+,SessionID: 5ff240d3cc4644f7451069dca82456e13257047cfc9d1b84416ea889970d4667,1
20180715,14,56,Answer: Skip,SessionID: 3d251336a5129fe3d228d58b2b2276cec6cab52a1b947234d4615ff43cb875a4,1
20180716,10,36,Answer: 10 and Under,SessionID: E3d1b79712b01c92567a8e32ff5f2de978635af4d18eaf81ff57cdb755eb1984,1
20180716,11,19,Answer: 18+,SessionID: 158f956a33392dd637886f509ce4b862be83a71bbce16c56a09137762676a448,1
20180716,11,21,Answer: 10 and Under,SessionID: 158f956a33392dd637886f509ce4b862be83a71bbce16c56a09137762676a448,1
20180716,11,22,Answer: 11-17,SessionID: 158f956a33392dd637886f509ce4b862be83a71bbce16c56a09137762676a448,1
20180716,11,49,Answer: 18+,SessionID: 901d7fd91c3d6a3d2d8d40c232c151e8ef4a72bbfbfeeeac084948bbe964ce48,1
20180716,12,01,Answer: 18+,SessionID: 792597af7bfee1a99e548702639727d5151fbd244289611af96355572d667770,1
20180716,12,03,Answer: 10 and Under,SessionID: E96d697a6614a5b177baa065a22faf1bd90160f4e362ff5a344d7f09682c43ba,1
20180716,12,20,Answer: 11-17,SessionID: F1b06f4ad2bad7e61f0f0598ce8b19c1bd3e1a6fb067a21cab08c316544a4c03,1
20180716,12,29,Answer: 10 and Under,SessionID: F1b06f4ad2bad7e61f0f0598ce8b19c1bd3e1a6fb067a21cab08c316544a4c03,1
20180716,12,41,Answer: Skip,SessionID: F1b06f4ad2bad7e61f0f0598ce8b19c1bd3e1a6fb067a21cab08c316544a4c03,1
20180716,12,52,Answer: 18+,SessionID: 96d70353ed3434aa9209ef988098f887652e94b079a74b492b83ff9128734ad8,1
20180716,12,55,Answer: 10 and Under,SessionID: 877e1b64928dee18059ffe283ce65245a9fe6b0cef1150fc79669d75bad08de0,1
20180716,13,00,Answer: 10 and Under,SessionID: 6872c55c62ff2bf1656ebbe5a9a6ac6d3df205e352f3927bbb1512b8b0182026,1
20180716,13,02,Answer: 10 and Under,SessionID: 9d31f0d632349da6ac0ba6c716693ba5690b248ecdf8f84223ec1e6abe45afde,1
20180716,13,03,Answer: 10 and Under,SessionID: F52eeecc33e6bb11cacde6b02ec4d8a8b7bedb5ff9d5888132dc3215c1d3dd87,1
20180716,13,16,Answer: 18+,SessionID: 1b4d08e9add81ef7ca4c1d27c54bb593ad33d09896021e1f0dbc2f68589399ac,1
20180716,13,50,Answer: Skip,SessionID: C07b4b6bc958a83975b6af460256968d7714efd65bc28d9a8fbe3230c74e25b6,1
20180716,13,56,Answer: 11-17,SessionID: 8191282a4497cf674f3bc465164960ab25cf3a76e39621819bc2215e1ae89c6c,1
20180716,14,26,Answer: 11-17,SessionID: 362c187511fc15de75c7f688b2c6c8224dc55f41054a1f0786530951963df836,1
20180716,14,39,Answer: 11-17,SessionID: 10db575a485fced6f8248ceeed733e3f2ef858060b6d0ee9c5ad31edde4bb5cd,1
20180716,14,50,Answer: 11-17,SessionID: 8004ac633d1da2189565123259fdaf47ff68323e49bd68c0bd548619c6c8efe2,1
20180717,10,34,Answer: 10 and Under,SessionID: 0f8e7a09c15f0a9dfce3d754c063b5cd37519ab12414dec16a45cbb550fe34bf,1
20180717,10,37,Answer: 10 and Under,SessionID: 4c202a21a8a72fd7dc8ea341e27bb00482502e6c25d24eb86f14e2a383f58961,1
20180717,10,47,Answer: 18+,SessionID: Ce8c7645087d4a2a6fa78061d7f1f2618181917c5250e2ff2daa17c5a1915cea,1
20180717,10,53,Answer: Skip,SessionID: 9fcca53e47016af53acc75f9c519f02a542729ba3de0d74c313ec941a5052cdf,1
20180717,11,15,Answer: 18+,SessionID: 9fcca53e47016af53acc75f9c519f02a542729ba3de0d74c313ec941a5052cdf,1
20180717,11,16,Answer: 18+,SessionID: 9fcca53e47016af53acc75f9c519f02a542729ba3de0d74c313ec941a5052cdf,1
20180717,11,24,Answer: 18+,SessionID: 39fc06c38ea523ec6512486e27a264442b4b792e34ef1c43bb7b39ce50b10d4d,1
20180717,11,33,Answer: 10 and Under,SessionID: 39fc06c38ea523ec6512486e27a264442b4b792e34ef1c43bb7b39ce50b10d4d,1
20180717,11,44,Answer: Skip,SessionID: 57568796004679f731d196773770755fe27410e391d06a9318915a6e5607e95a,1
20180717,11,48,Answer: 10 and Under,SessionID: Ef0333a60396d762eaf36a25bff5478383d8872847110309178a12a602a331c0,1
20180717,11,50,Answer: 18+,SessionID: 53f28579d2f0ce46c42ea1ddafb21b703dda03566cca435c2c41b95b5a22b690,1
20180717,12,02,Answer: 10 and Under,SessionID: B735c81db989de3739176bf3c40fcd39269bc7d0f861cdaecc1513ac849c0e3f,1
20180717,12,03,Answer: 11-17,SessionID: B735c81db989de3739176bf3c40fcd39269bc7d0f861cdaecc1513ac849c0e3f,1
20180717,12,06,Answer: 18+,SessionID: 307020881e504819476d9e0ff3669186807145d33e3e2f19a6e8e17c31398344,1
20180717,12,07,Answer: 11-17,SessionID: 307020881e504819476d9e0ff3669186807145d33e3e2f19a6e8e17c31398344,1
20180717,12,18,Answer: 11-17,SessionID: A40fe8339586bee074cb973674f205d3a775b97825e2bbecf662d7929a7d379d,1
20180717,12,29,Answer: 10 and Under,SessionID: 35723513f6aec5127f68b44484fa44dea6703aad667adb55033073196b813798,1
20180717,12,39,Answer: Skip,SessionID: F576a1e708f7873ef65c304d068f3210f2ede1a9ff72e767d1fa0ce44b82d103,1
20180717,13,20,Answer: Skip,SessionID: 07d041e7052d9b9a877778722dac6f8762a15cef1ba5dceee9fa7194d699795e,1
20180717,13,38,Answer: 18+,SessionID: Fa1f71e15af33cc9c5841eb9e8a5dd47e4ff2c99c56bcc13bcd424c4bf4d3280,1
20180717,13,50,Answer: Skip,SessionID: Fa1f71e15af33cc9c5841eb9e8a5dd47e4ff2c99c56bcc13bcd424c4bf4d3280,1
20180717,13,54,Answer: 18+,SessionID: 1092f9c470a2f8d913431d2bbc8d939c5418b4ed75e3753c9a41c289271433e1,1
20180717,14,12,Answer: 10 and Under,SessionID: 78277ecd6b46bc646d160721ecc5e304153a15c2235310559483be92adc88503,1
20180717,14,33,Answer: 11-17,SessionID: 24083655949850f35988ebc686a984c55b8847ba6b6b7b3c766f79f3b71ebc83,1
20180717,14,34,Answer: 10 and Under,SessionID: 343099207045a9ad0505e4561131e3023142ca49aa2963d136f29c1c14332bdb,1
20180718,10,30,Answer: 10 and Under,SessionID: D3462850df953d28562a182f35e3b4c1926eb7d674e68cd1afa601f8b0aa39e0,1
20180718,10,49,Answer: 10 and Under,SessionID: F2c55b2699a60e8383d4b25f962a5a24144b1d2091a3ae53af24f6b87f62943c,1
20180718,11,04,Answer: 18+,SessionID: D047afa6403f48e909e0bbdab784a404c12f18befc5a71a1de468fec93f8b9ba,1
20180718,11,29,Answer: 10 and Under,SessionID: 075cc74860b25fb935533cd7e335369628e6ec012820dced09b0c2fdb28134e0,1
20180718,11,42,Answer: 10 and Under,SessionID: Ca9859e5e7f5d784309d98aec9a33bdde45bee199485eac0b4c7f59f142665a4,1
20180718,11,45,Answer: Skip,SessionID: 59ff5b24508a550276392c01286fd1edf4159432c21950c813939ad43d04e4c1,1
20180718,11,52,Answer: 10 and Under,SessionID: Dd95b4617c76a3db431702738ecc583b3d6fef829d0e0944f6a36bfbb3ed6250,1
20180718,12,35,Answer: Skip,SessionID: 8ee287fc49958ad7e2733af023cc78d0b945a6a8c077857cd1a4b97728251e02,1
20180718,12,39,Answer: 10 and Under,SessionID: 8ee287fc49958ad7e2733af023cc78d0b945a6a8c077857cd1a4b97728251e02,1
20180718,12,40,Answer: 11-17,SessionID: 8ee287fc49958ad7e2733af023cc78d0b945a6a8c077857cd1a4b97728251e02,1
20180718,12,43,Answer: Skip,SessionID: 58de9b87fdca51c7946526f1e1de7bb644f6a8316abc745c355c1b53f5c34ec3,1
20180718,12,59,Answer: 18+,SessionID: 58de9b87fdca51c7946526f1e1de7bb644f6a8316abc745c355c1b53f5c34ec3,1
20180718,13,07,Answer: 11-17,SessionID: 326a4e3444032477916615f6d0f93f37ea26710c9592bafa7e6b975a7b6f3a7a,1
20180718,13,15,Answer: Skip,SessionID: 326a4e3444032477916615f6d0f93f37ea26710c9592bafa7e6b975a7b6f3a7a,1
20180718,13,16,Answer: 18+,SessionID: 326a4e3444032477916615f6d0f93f37ea26710c9592bafa7e6b975a7b6f3a7a,1
20180718,13,33,Answer: 10 and Under,SessionID: 2dd078005ee6bcbb625fc32cfb665caa13f07f04f569486d3c4dc4400f195239,1
20180718,13,35,Answer: 18+,SessionID: 2dd078005ee6bcbb625fc32cfb665caa13f07f04f569486d3c4dc4400f195239,1
20180718,14,02,Answer: 11-17,SessionID: 923c4e8f104ebaebb40a7de1ef19f1bd1e58c36298a3b19e6fbf86ab3d20acb7,1
20180718,14,04,Answer: 11-17,SessionID: 923c4e8f104ebaebb40a7de1ef19f1bd1e58c36298a3b19e6fbf86ab3d20acb7,1
20180718,14,31,Answer: 10 and Under,SessionID: 12d5ff366ca9f8d9915273b96c3743502600a84a37d9526710e61d35158db3bd,1
20180718,14,35,Answer: 10 and Under,SessionID: C28d5f4cdeb86b415606647419b8e904e8f4ebe07cd5b8f636fb9ca7c0115b7b,1
20180719,10,32,Answer: 10 and Under,SessionID: 7eb5984835aacf389ee5d4fb4ce96341f772d3e981981b67ceb1016c73ed4cfa,1
20180719,10,57,Answer: 18+,SessionID: 94196503f98456a524e940eef6a3201f7eec536d5e8a532e5a63b8f19b621dd8,1
20180719,10,59,Answer: 11-17,SessionID: 6d8e7475c0c9e4ce3a012c1874938d56809da92538179970d352b91dc90b7c3a,1
20180719,11,01,Answer: 10 and Under,SessionID: 2cb7d9fc3a1b95f86ae74e45cbf6adfe428a20c96e6ec260cac0110681249e91,1
20180719,11,25,Answer: 11-17,SessionID: 027618a3bd4b16560ab08c1de3143cd5c13a6eb4ebcb5c3fcfbc01b4b155481b,1
20180719,11,47,Answer: 11-17,SessionID: D35d77bde0abb024e02580f12c1e5ca743bae0cb7482219de94332f333a6c6ae,1
20180719,12,15,Answer: Skip,SessionID: 975e295e46dc0a9be5071aae631ca72a36ebb56822a8f1ad25dba6a911ce2238,1
20180719,13,09,Answer: 10 and Under,SessionID: 975e295e46dc0a9be5071aae631ca72a36ebb56822a8f1ad25dba6a911ce2238,1
20180719,13,11,Answer: 10 and Under,SessionID: 70389508e8b55d9b69324b169a95b8c252b5b987d018acae06f98cbedc8c5c16,1
20180719,13,18,Answer: 11-17,SessionID: 70389508e8b55d9b69324b169a95b8c252b5b987d018acae06f98cbedc8c5c16,1
20180719,13,22,Answer: 18+,SessionID: 70389508e8b55d9b69324b169a95b8c252b5b987d018acae06f98cbedc8c5c16,1
20180719,13,52,Answer: 11-17,SessionID: 70389508e8b55d9b69324b169a95b8c252b5b987d018acae06f98cbedc8c5c16,1
20180719,14,28,Answer: Skip,SessionID: E1c25e0e24bcfb2f476489f95c5dd7a6d2cd1a3a9daacdb391d31b415a3bdd9c,1
20180719,14,36,Answer: 10 and Under,SessionID: Fa57d6add02e34f67bbc65625cecccb465a4eb9e4884857f7f76d50aa768dc01,1
