# ----------------------------------------
# All Web Site Data
# Microplants Age Survey Report
# 20180620-20190623
# ----------------------------------------

Date,Hour,Minute,Event Action,Event Label,Total Events
20180702,10,39,Answer: Skip,SessionID: 6262001fbb10b112e7a2ef5202d92b25a6a2f54e39e2034a55d5d3b246d3309f,1
20180702,11,03,Answer: 10 and Under,SessionID: Edfe11f2f18e34b5b332f4743904089654a548799155363531f174d6220cf9ab,1
20180702,11,17,Answer: 18+,SessionID: 5cea4d2f89f3d825b5cdca8178d38e7f53d1c68bbdc95c4cc01f8896ea9fe08d,1
20180702,11,24,Answer: 18+,SessionID: 4f28203da256cf0ca66e13834bec53bb6e30b3ace98453d4b14c66b23b302229,1
20180702,11,37,Answer: Skip,SessionID: 98ad2c51cc935dad3cd0e565111e31e7f15491db6145523ee10beadae789d935,1
20180702,11,49,Answer: 10 and Under,SessionID: 023359952af58d6ab334fc4734ed3704eeca95d7c773cf62391316b7058a1d1f,1
20180702,11,55,Answer: 11-17,SessionID: 516e644cb28d98a832249bb68a33158b49874043880028090490f0485c5d90d9,1
20180702,12,00,Answer: 18+,SessionID: C6819047e3313f08d7c7518ad284852feddfd8e733e01cec658d5d58dbb222c6,1
20180702,12,59,Answer: 18+,SessionID: E7c69cc9889b31ccc6b2d06d25ea8bcd1262234fb789a4cdeadf0221ded7761d,1
20180702,13,07,Answer: Skip,SessionID: 7d5dee49d0c10d9f3d57163f29adb3497ba10f69aa5ccdd02ce7751a40ccd69a,1
20180702,13,09,Answer: Skip,SessionID: 7d5dee49d0c10d9f3d57163f29adb3497ba10f69aa5ccdd02ce7751a40ccd69a,1
20180702,13,10,Answer: 10 and Under,SessionID: 7d5dee49d0c10d9f3d57163f29adb3497ba10f69aa5ccdd02ce7751a40ccd69a,1
20180702,13,15,Answer: 10 and Under,SessionID: 6e9f38e4dbfc086971db576a341003ca2c926871b5b3cbb33a9280aabbfe73d6,1
20180702,13,29,Answer: 10 and Under,SessionID: E315472ed337ac38c1e22eff34f7f609facb5c5eb05793bf50db37b1d69db70a,1
20180702,13,37,Answer: 18+,SessionID: E315472ed337ac38c1e22eff34f7f609facb5c5eb05793bf50db37b1d69db70a,1
20180702,13,45,Answer: 18+,SessionID: C2159b0edcf6edcddc3caabbc09daa0e1927eaadad79904d41e0a2d0930875c1,1
20180702,13,50,Answer: 11-17,SessionID: D5944a30de341f4ea47ac609946f2e9d5abdcf47ac11c0dfeddb9e06139c762b,1
20180702,14,06,Answer: 18+,SessionID: 7c70899fbc6126fba9f091e677c2247955562c5c9d25dc99347407eae4d2d426,1
20180702,14,16,Answer: 18+,SessionID: 7c70899fbc6126fba9f091e677c2247955562c5c9d25dc99347407eae4d2d426,1
20180702,14,34,Answer: 10 and Under,SessionID: A261031da13dbcd67bf6a8e78e85223d16162186776753fc516f65c788b73423,1
20180702,14,45,Answer: Skip,SessionID: A261031da13dbcd67bf6a8e78e85223d16162186776753fc516f65c788b73423,1
20180702,14,47,Answer: 10 and Under,SessionID: Ecb51c90bc184be1b32b0c18b63d3ab509d15264e96baf3a4bb421addf3aefd7,1
20180702,14,50,Answer: Skip,SessionID: 9ec29bb682fb9e083758064154178e5cab3ccf2d68818312f70ed4be7f480c71,1
20180703,10,09,Answer: Skip,SessionID: 4f62fb62bc94f821d8ae2d0e19fa0f958be0c98f4239bec10f513d1d7da9cf99,1
20180703,10,13,Answer: 11-17,SessionID: 2b89b4b43ecefe1411784a35a8ba567cd7df85ecb8951c0905994e384e1d9495,1
20180703,10,14,Answer: Skip,SessionID: B9bb327fa891d9eadc1c381b1ec6cd6cdffb5cec001509f55c8370b46c3bfadb,1
20180703,10,17,Answer: Skip,SessionID: 32b0576b3c4fac99168dd65305b4736a56b72c2b8b59f9a7de5afc6334dd63ff,1
20180703,10,54,Answer: 10 and Under,SessionID: 32b0576b3c4fac99168dd65305b4736a56b72c2b8b59f9a7de5afc6334dd63ff,1
20180703,11,00,Answer: 18+,SessionID: A658c8daf70acb84f70683a3306bbb10a57089bfad8f32f1a81f486876497cb6,1
20180703,11,42,Answer: 11-17,SessionID: 84f39b2a83473f0796b75b52e77ba680be2f29f49da0ff7ea12b66ae8ee52b70,1
20180703,11,51,Answer: Skip,SessionID: A08a371aa3f88dc40c1ee410fe4302d372dd85837668d6253939ee851529a312,1
20180703,11,57,Answer: 10 and Under,SessionID: 03c5b4ec1706f57816eb7eb4e6cb399d785c5c649a73e9d72956e8b8089434e8,1
20180703,12,01,Answer: 10 and Under,SessionID: 03c5b4ec1706f57816eb7eb4e6cb399d785c5c649a73e9d72956e8b8089434e8,1
20180703,12,11,Answer: Skip,SessionID: 03c5b4ec1706f57816eb7eb4e6cb399d785c5c649a73e9d72956e8b8089434e8,1
20180703,12,19,Answer: 11-17,SessionID: Bd518a18660ea8a0603f79c7047e5c7f4d1b22ca9a525a99f4699c4341bb63a6,1
20180703,12,35,Answer: Skip,SessionID: 75c38d06a6d687a9c9bebe04e8742dcdb93cb067cc73a6553d89069c3ce7f234,1
20180703,12,49,Answer: 18+,SessionID: 129b30053441f2940d31e41d1b47fbb5c6810b170f417f62a252a6afd54e54d9,1
20180703,13,06,Answer: 18+,SessionID: 10cc590c6ff2df35cfc09370a1d6155bcbfaa406a51d723fe5e0e7ed1324ce3b,1
20180703,13,15,Answer: 10 and Under,SessionID: 4e0b3af594d92bc25c17118cb9b6801383c7b658b44c73df39ee2c68fe9ac3d2,1
20180703,13,17,Answer: 10 and Under,SessionID: 4e0b3af594d92bc25c17118cb9b6801383c7b658b44c73df39ee2c68fe9ac3d2,1
20180703,13,30,Answer: 10 and Under,SessionID: F2ac6c87070654f4844b00105fc03daf46cf59188e8fabcbf4bceea115a9e7ec,1
20180703,13,36,Answer: 10 and Under,SessionID: Acf1066e6fd2d1ea36bba415fd0d59af6e344c9a87be4a44004843168f164fa1,1
20180703,13,45,Answer: 10 and Under,SessionID: 6c784f6987c566243476e81ee75b679a3739d7c42003877fce93915868afd33b,1
20180703,13,53,Answer: 18+,SessionID: Fc76918b66b79c39932bc2949803c7bc637db71c923a2f0f818971f0841e0e5d,1
20180703,14,06,Answer: 18+,SessionID: A37978ad9bf7c1f31f9bb7ad038312c05138ad3cb37d223605cdca277d819a96,1
20180703,14,23,Answer: 10 and Under,SessionID: 1a1f3d9d4b0efb85cd8f8dfb5061324e7e25278a45c892860c15b2264a57fbfa,1
20180703,14,25,Answer: 11-17,SessionID: Ff08165fff432411d922f6644278d7dc7bf97cd7a1d13aa31af5839bafb35beb,1
20180703,14,39,Answer: 18+,SessionID: 90653d7ec0dff270928e4d38807313a562fdf031b9be00eae611cd2786a47e1f,1
20180703,14,43,Answer: 18+,SessionID: F8f8413500619ceb989c72f0c930abfa499164f5fe289f6a741d02ee49df09d5,1
20180703,14,51,Answer: 10 and Under,SessionID: 76b03ea0c172b351d433235f6e1da7951e3c7da4bf158c46ddcf6ab48d769865,1
20180704,10,45,Answer: Skip,SessionID: 8b139546613a49367c2f3921c0dd683aa5b8507ef6f4f496e6a83cb5e6e82ac3,1
20180704,10,46,Answer: 11-17,SessionID: 943c2693d795f7993c3afab2d59c6d036a3dbe41a895f715ae5124b03a2af544,1
20180704,11,00,Answer: 10 and Under,SessionID: 40acc5d8b97e803e3698c30031efeb282a118b365153fdeb00f87e1cd1c4e419,1
20180704,11,22,Answer: 11-17,SessionID: 1ebedae1e06ceac9e03e3673bd4d583725391d7e0fd9f2f454dbb60633f5b45e,1
20180704,11,29,Answer: Skip,SessionID: Ae1638bf0b5b2f414b02df917b18bf9c2693913e8337de8dfb902f1a14c70e24,1
20180704,11,44,Answer: 11-17,SessionID: F80eee63dcfeed8c7787e5c917940b21b0e3058671566accf309e8adbfcb0a20,1
20180704,11,54,Answer: 11-17,SessionID: 4950e6b0d4832353a47497737bf5288289df8295744b94d47ae2eae7de9a684c,1
20180704,11,58,Answer: Skip,SessionID: 4950e6b0d4832353a47497737bf5288289df8295744b94d47ae2eae7de9a684c,1
20180704,12,04,Answer: 10 and Under,SessionID: Fae8afa08b36eff959aef9a96a3884aa446b3d65a6c39366ad58e51dc83770a8,1
20180704,12,12,Answer: 10 and Under,SessionID: Fedd090af1a302a4e48c248c91610006b33102e7cb399269be68711a34b127c1,1
20180704,12,14,Answer: 18+,SessionID: 68006fe0737204d466fe35b0bc233a4365e335eea8315e6c6a0090d8f58213f9,1
20180704,12,28,Answer: 18+,SessionID: 735ba2574db7187be9f342b74191f5a61d309cf6536c65467e50125041057bb4,1
20180704,12,36,Answer: 18+,SessionID: C0f22603fc9228321c341aed97c41099d4abd8474332faf050ba0a28064d5989,1
20180704,12,44,Answer: 18+,SessionID: 16fc5aaa9efd9781f8f4d86d5109748a9fd3f245fa556bdcb6ef702f05a9023c,1
20180704,13,41,Answer: 10 and Under,SessionID: 027e7d77dd194a32c18264f26bca42811e7df844d8f2a52eca1d83ceba323c73,1
20180704,14,01,Answer: 11-17,SessionID: 4ff80f6e900b26d5bde6d2dbdc0e4bdad69616405bc5c0733cdbb4b55729de84,1
20180704,14,05,Answer: 18+,SessionID: 4ff80f6e900b26d5bde6d2dbdc0e4bdad69616405bc5c0733cdbb4b55729de84,1
20180704,14,07,Answer: 11-17,SessionID: 1d22370edadd5530815908ee8e5ed2e30cceec1111eaa869222242f3d8dcca2c,1
20180704,14,10,Answer: 11-17,SessionID: 8535e641de34d9f7d1cc8f303430f313213343331580a752820b6c5904967678,1
20180704,14,18,Answer: 18+,SessionID: 4032ea085bcf5bc3fab7e5e1da69faec801bfb6a6077f6b8283018e98787367d,1
20180704,14,25,Answer: 11-17,SessionID: F535357afd604333774e1ba2c5d35f51ca3ba746ecbf8aeeac1cb36cec354f68,1
20180704,14,30,Answer: 11-17,SessionID: 7b01d38ce27d80cd030ed126a4eaf55d55a024ab486f54654b361f75c9c033d8,1
20180705,10,09,Answer: 10 and Under,SessionID: Ffb2e513ef339b70b9be934f464c0c7ddde4066f0885babe1fe11145d8574e4c,1
20180705,10,21,Answer: 11-17,SessionID: 1b924ab3f526c00ac6b0b90a9c64e4bc205063f6a70c18c6a8bc438f57a21a2e,1
20180705,10,28,Answer: 18+,SessionID: 6ca15ff2ac1f1433512802506762f093a5e7138a513c7c454df84bfbd33aa946,1
20180705,10,40,Answer: 11-17,SessionID: Dd55357ee6129dcd4e3b2456506279a15f17a9bbccb772647a6cb51457b1ac3c,1
20180705,10,43,Answer: 18+,SessionID: 02d36ce252495ac420e70e452085cfdb4c198d2f3ffbb275e3f7bc74a30ce06f,1
20180705,10,57,Answer: 10 and Under,SessionID: 4f062972181120a2935015bd8b3fa244928fc611950c014294a051e90a38d022,1
20180705,10,59,Answer: 10 and Under,SessionID: 40c6d09e7a0787ed111494d8c10eff72eca719409aa7f9a92fc35b13727189dc,1
20180705,11,04,Answer: 11-17,SessionID: 40c6d09e7a0787ed111494d8c10eff72eca719409aa7f9a92fc35b13727189dc,1
20180705,11,06,Answer: 10 and Under,SessionID: 3d739d547c906e8680d675bff6d57eb0c41bfb762e1290dc63dfbe720878e4b4,1
20180705,11,10,Answer: 10 and Under,SessionID: 45e68c9a5f26950985e26bcae9e23ae758996e25966c662d73a0686c7661ba25,1
20180705,11,11,Answer: 11-17,SessionID: 37c9a0db61896a4cc2ca7239ab727375a804a5d4a21541eba1b7115aaa6640fe,1
20180705,11,15,Answer: 10 and Under,SessionID: 2fba3a80b6147d3b0ff94b5406e6e6b21e7a98e99c0f02cf62027a0ab888743a,1
20180705,11,17,Answer: 11-17,SessionID: 9b9b4d81fcf253d232beed11d2f4ffd2c08fc865f865e5c20e852d195fa10c29,1
20180705,11,25,Answer: 11-17,SessionID: Cc79584903be34f41523c4ac25bb52b5aebb50bcf9c1c9e42eed1a0a2703b2e6,1
20180705,11,29,Answer: 18+,SessionID: Cb4aefa166f6d927ba2979eaec01ada5c6c10aa586a1e7d390c8fca4651a3cac,1
20180705,11,37,Answer: 11-17,SessionID: 5b9d0da4fd16eeac21b6998cde4a78f7e72b74891fe4c1df3993562d6d2d3eff,1
20180705,11,57,Answer: 10 and Under,SessionID: 5b9d0da4fd16eeac21b6998cde4a78f7e72b74891fe4c1df3993562d6d2d3eff,1
20180705,12,23,Answer: 10 and Under,SessionID: Ee63009b202bc7478ca4192e340e2ae15b752d2c1701d78e81a3630d0fa0bbd4,1
20180705,12,28,Answer: 10 and Under,SessionID: 0bdd2e7fcd898677a2a57c636a1f5f40cd60c8f341ffbd0abb7395e70277bee6,1
20180705,12,36,Answer: 10 and Under,SessionID: 9ff4e780c6e1f9e5ec2db323dc156fa8fe18381ea660405bb01a45d236f4f1dd,1
20180705,12,40,Answer: 11-17,SessionID: 69b5c0b94ea0d1f18f008a29465c66c2e35ad007c1284f14e88b93b1d6059297,1
20180705,12,54,Answer: 18+,SessionID: 69b5c0b94ea0d1f18f008a29465c66c2e35ad007c1284f14e88b93b1d6059297,1
20180705,12,59,Answer: 10 and Under,SessionID: 7533aa31663dd438e85839dee11f1024b06c95965eae4368fb8c23fd2d6a27ab,1
20180705,13,37,Answer: 11-17,SessionID: 36eebef8f8cd6d2f47610bc429948e644cafa07a6398d5c1648e85b0da4b7987,1
20180705,13,46,Answer: 18+,SessionID: B810bf83c57844f774f9f1653360def0e723c71e7dd5aedbe24682f602622c4d,1
20180705,13,54,Answer: 10 and Under,SessionID: 272de8c4c5b4e572d848a00ba0a0429922b815ad5c5c397ad23c7e526d854f7c,1
20180705,14,01,Answer: 18+,SessionID: 311d35d178fd78b1d2d6dd3472d80e0468e7d36386e9c3b64eb11fbff7bee5e5,1
20180705,14,12,Answer: Skip,SessionID: 311d35d178fd78b1d2d6dd3472d80e0468e7d36386e9c3b64eb11fbff7bee5e5,1
20180705,14,20,Answer: 11-17,SessionID: 2e93fdae7a03f6f59539d2ec14a4e07964735589cd9e42b7971f3f7a8f8f1ca5,1
20180706,10,22,Answer: 18+,SessionID: 859e5693da754898559e43ee2fc147bc1a79cb6fe3cc557bf5d4c6107169771b,1
20180706,10,26,Answer: 10 and Under,SessionID: Ccd53c51b9365637eefb02dddb8e557d2aad28ec5d0216c6c78f15213df1954d,1
20180706,10,47,Answer: 18+,SessionID: F943b70c35ca7767f9a851868540f597770b30677f7e1804ed9b2d80c3908bea,1
20180706,10,53,Answer: 10 and Under,SessionID: Ec626f6ca822b1fe62ed6b6bae9c080f9af41507df6c44b0a175f7cd9889a0f5,1
20180706,10,56,Answer: 10 and Under,SessionID: Ec626f6ca822b1fe62ed6b6bae9c080f9af41507df6c44b0a175f7cd9889a0f5,1
20180706,11,17,Answer: 18+,SessionID: 38d03fc97b8b603a038150f9cd798a8d160c4012abe82b2c55829b2ee29bb799,1
20180706,11,29,Answer: 18+,SessionID: 5675b5bde8930683dd1e753c1a11766dcf63aaab3057e9f63d033101c2fbbe13,1
20180706,11,37,Answer: 18+,SessionID: 5cfdee35533047a1f307ad89084c943be5565e4a1495e22b708a129ceae80ef5,1
20180706,11,42,Answer: 18+,SessionID: 10b56af0607dc2477bbf3f529b39d83f17c4985ecd3a7a2b2d0653761088c8e2,1
20180706,11,52,Answer: 11-17,SessionID: 45d64f92051e342000feb650b8a1b72f43319726275b404bbba7727b072a0b84,1
20180706,12,00,Answer: 18+,SessionID: 19439d0d0065b15413be0a2c71e1fa4be4e667e3d915f6ed6d5746ea4f6a35dd,1
20180706,12,16,Answer: 10 and Under,SessionID: 4c8a84f08301fff146837ef74d1e75859694b81ae1e6777da2a20972fe4b682f,1
20180706,12,17,Answer: Skip,SessionID: 8979beeac95d07eba5138ef33af62e9a49b340da04386d6b6638f765a954a15d,1
20180706,12,19,Answer: Skip,SessionID: 95443dc2ac2f083fa3e05dbf94a692a5051d4ae625e1e7df5437bec8450c1e35,1
20180706,12,22,Answer: 10 and Under,SessionID: Cca77b22b07bfcee02afbc21885401eaaf21e64251a9c664811547375454c3a1,1
20180706,12,26,Answer: Skip,SessionID: 87def81eccc0957c5938dffbcb502abb4bb1620b964055d0b2826ecfec5f23f0,1
20180706,12,33,Answer: 11-17,SessionID: 87def81eccc0957c5938dffbcb502abb4bb1620b964055d0b2826ecfec5f23f0,1
20180706,12,47,Answer: 11-17,SessionID: 2c279fc027d226540c736aabdde34fc0231812183f7db41edde91837b8ad95e0,1
20180706,13,02,Answer: 18+,SessionID: Cc3a983fbdfcc141fb728da20f2cad50a5d69b62eb484fda246fc137dbe449a5,1
20180706,13,12,Answer: 11-17,SessionID: 17eb12b9c1fcfa004094c06c40868524921263bd34998253733395d5ae10ef67,1
20180706,13,17,Answer: 10 and Under,SessionID: 9e5d6dbbcdc1d2d80d16f91749b35d6ec4c8bbad55081399db36fcfc714e61c8,1
20180706,13,22,Answer: Skip,SessionID: D3e0a621d385c4ea8a4f29c3ac70c629c95300791064caa81aa5fc15ed81829f,1
20180706,13,25,Answer: Skip,SessionID: 6cd698dcd2ea98823d1fab99be8c005ac50bd588f92c96c1980fd133e0562bde,1
20180706,13,34,Answer: 18+,SessionID: A21c823c9c374810b3838974e81d922589fd60fe66f9950350af9ce782fac2ca,1
20180706,13,42,Answer: 11-17,SessionID: A21c823c9c374810b3838974e81d922589fd60fe66f9950350af9ce782fac2ca,1
20180706,13,53,Answer: 11-17,SessionID: 50e76054dbaf4f63a50cea00a47b4d1087224b5214e5a15cfb2aefc7960cb778,1
20180706,14,14,Answer: 11-17,SessionID: Adf062d0e344fddd477e2ddc9da01ee8980b64f5431954e617681518337d4ba5,1
20180706,14,23,Answer: 18+,SessionID: 175dd08410731b75650702869b59ebe2014830ee3af7073ca6d1e6e6e02f196d,1
20180707,10,38,Answer: 18+,SessionID: C4e1d61fd3a24bba39d38944a89f4d905d6140154ac265cbad37364e3e6b0619,1
20180707,11,26,Answer: 11-17,SessionID: B3ba0e0105a9e8cd874e8d2cc16f283dda0e2412824cab4b8368bd6e72a6fb7c,1
20180707,11,45,Answer: 11-17,SessionID: Bd09ef8f650c14d00a5f3f6993777a42b4ae5694f8a407267d0c7fcf710bb2ee,1
20180707,11,51,Answer: Skip,SessionID: 30ab8012cb0e03746aac1abf133300d7f11eb5fa93950724f1f438789b50d1b0,1
20180707,12,04,Answer: 18+,SessionID: 3cbcc6eedbedea476cfee6ce4a95331c1311a846e941e142d87dd8f0c1ab7b9e,1
20180707,12,08,Answer: 18+,SessionID: 3cbcc6eedbedea476cfee6ce4a95331c1311a846e941e142d87dd8f0c1ab7b9e,1
20180707,12,23,Answer: 10 and Under,SessionID: D92a7b0592bc587d5b70c24d963c09f757c8e47b824c5e1e48c0ae73f20bea3f,1
20180707,12,26,Answer: 11-17,SessionID: Ce77a50faca9fd009b180fd229d0e25ab44a1e4c7d6ac13addd497b7b04a7a94,1
20180707,12,34,Answer: 18+,SessionID: Ce77a50faca9fd009b180fd229d0e25ab44a1e4c7d6ac13addd497b7b04a7a94,1
20180707,12,40,Answer: 18+,SessionID: A93c92a8ddd73de74926ecdc96093e03ae1deb79bad04eeda22e4ab2f7fd50e7,1
20180707,12,42,Answer: 18+,SessionID: Bd7f5a7f9b72878ae379848459e18ceaef9e92e6361f95cca4dddcb8a0ec6b98,1
20180707,12,45,Answer: 18+,SessionID: 042243e681f2e9de9ffda8f6c7571fb0d4739fbd0449b821cf8de9af8a674f66,1
20180707,12,49,Answer: Skip,SessionID: 042243e681f2e9de9ffda8f6c7571fb0d4739fbd0449b821cf8de9af8a674f66,1
20180707,12,51,Answer: 10 and Under,SessionID: 042243e681f2e9de9ffda8f6c7571fb0d4739fbd0449b821cf8de9af8a674f66,1
20180707,13,31,Answer: 18+,SessionID: 042243e681f2e9de9ffda8f6c7571fb0d4739fbd0449b821cf8de9af8a674f66,1
20180707,13,33,Answer: 18+,SessionID: 042243e681f2e9de9ffda8f6c7571fb0d4739fbd0449b821cf8de9af8a674f66,1
20180707,13,35,Answer: 18+,SessionID: 042243e681f2e9de9ffda8f6c7571fb0d4739fbd0449b821cf8de9af8a674f66,1
20180707,14,06,Answer: 18+,SessionID: 3febbacd51b1c7164c3601c227194a6ce42684364035e5f42263462c0f530dec,1
20180707,14,19,Answer: Skip,SessionID: Df8ce9ee7bb03d1dbb083860a9b794568c81a6f12af5b9a5bfaf3f1febb6b41c,1
20180707,14,35,Answer: 18+,SessionID: Bbe185955866eae733936e2175937194c5ed2bed97594736fd39dfb50ce7f0b6,1
20180707,14,45,Answer: Skip,SessionID: 10f022197539ebbf17488bf01e7de53131e370b6413c9c9c2f9444c674e4ea9b,1
20180707,14,48,Answer: 11-17,SessionID: 44874be7cd2077fbac4d4b6472382770b92dd4c24c1ffb231f57e2b089663546,1
20180707,14,49,Answer: 11-17,SessionID: C59e78a5f407fc898de869e05637396bf8ec03b6722ab6aa100eab64864f3803,1
20180708,10,25,Answer: 18+,SessionID: 762643f0f493c5ad16fc04b75d64366d6c8c9a091db735d7a3cd9dbbe322cf83,1
20180708,11,01,Answer: 11-17,SessionID: B838f11912b06bd91a6afe8cf965e3a52b11e8fb54556e648eeb87ae716d90d8,1
20180708,11,37,Answer: Skip,SessionID: E14adb59163892b421b497238bb5ebaf66846928b33a069296f11ce908f844d3,1
20180708,12,02,Answer: 10 and Under,SessionID: 293ab36c9e670f90efa24f74df5aa3e3e679d54328811517d5f3b8dc45af59ba,1
20180708,12,16,Answer: 18+,SessionID: 6688ec6eeb0b1ccdc02f76a1eb8fcb1a5d51b3050cb1d5b506b49ef318353d4a,1
20180708,12,23,Answer: 18+,SessionID: 6688ec6eeb0b1ccdc02f76a1eb8fcb1a5d51b3050cb1d5b506b49ef318353d4a,1
20180708,13,36,Answer: 18+,SessionID: 6688ec6eeb0b1ccdc02f76a1eb8fcb1a5d51b3050cb1d5b506b49ef318353d4a,1
20180708,13,46,Answer: 18+,SessionID: A49c2f535ce351e773ffa73da5e30b16f686c909db3924f11f10c850281a566d,1
20180708,13,59,Answer: 18+,SessionID: 4fd478933293567aed7aca0d6af1e88da1c6c8a3503ef03a77a584c0ce03148c,1
20180708,14,01,Answer: 18+,SessionID: 4fd478933293567aed7aca0d6af1e88da1c6c8a3503ef03a77a584c0ce03148c,1
20180708,14,08,Answer: 10 and Under,SessionID: 0916c201de4b29b9535a57357aba411dcf5d143fd1d6a33bfef424f0b69a584a,1
20180708,14,10,Answer: 18+,SessionID: 0916c201de4b29b9535a57357aba411dcf5d143fd1d6a33bfef424f0b69a584a,1
20180708,14,11,Answer: 18+,SessionID: 0916c201de4b29b9535a57357aba411dcf5d143fd1d6a33bfef424f0b69a584a,1
20180708,14,38,Answer: 18+,SessionID: 8a190128d1d52d1f4ba2003bb0f190a4c9cbd4e0722623a09fde64e62ee7627b,1
20180708,14,45,Answer: 11-17,SessionID: Cf99023cc45468bdceccfff40485d9974145b5e8fa79920cd6e551b8f802a3d5,1
20180708,14,48,Answer: 18+,SessionID: 88a8d62de594398767525a176ff383d360e4396aa44ee77da78e8fd3142fc833,1
20180709,10,31,Answer: 11-17,SessionID: 45aead2e62c0f7987a1f7d15cd545347ac65fe92676ea4cf7ce51cb8dda4601c,1
20180709,10,39,Answer: 11-17,SessionID: A8c86a12c61abdb8966f944b6205f96ab0fadf8a914ba209ce55ac6158093824,1
20180709,10,55,Answer: 10 and Under,SessionID: 3ad888518bd38f36bba2e456720e744756a9dfc8919ffc47b006c119bcc41d13,1
20180709,10,58,Answer: 18+,SessionID: 3ad888518bd38f36bba2e456720e744756a9dfc8919ffc47b006c119bcc41d13,1
20180709,11,07,Answer: 11-17,SessionID: D5f6d451c20e952517f17e96ca81ee4348041475d25629570f83ecc4575ad4f8,1
20180709,11,14,Answer: 11-17,SessionID: Dff7eb825a4738e63f61460860e06241959bf86e0253cff3e187a695dcb8dd49,1
20180709,11,21,Answer: 18+,SessionID: B707ff8607470951df86c053f3c11245d400f18f5f5d97a068d55fab65447efc,1
20180709,11,51,Answer: 18+,SessionID: E71559ddbc2d8814613e730123b9cf7242decd7248906abed9e683db303764e5,1
20180709,11,53,Answer: 10 and Under,SessionID: 92599db784386953776b4d74d938dfa3148ec39aa90b0e8b7314518666703fe9,1
20180709,11,57,Answer: 11-17,SessionID: 70fde5dfe754da0cfe86f4645e750bc7d34bffc18ee4e788f4725de51ae573ef,1
20180709,12,35,Answer: 10 and Under,SessionID: F39e366dfb2fabcde2271fcd8ad2d09c0fa890d2b9d2d17f0549851e69d296d0,1
20180709,13,10,Answer: Skip,SessionID: F01965d9956186f2bf2c9ce02a550737208dc665fd4a5abe2f906ea6e826cd3c,1
20180709,13,18,Answer: 10 and Under,SessionID: 016509c81aa32ac2c58735bbd88852a39c6ea918bc61935db2e411962c15b102,1
20180709,13,20,Answer: 10 and Under,SessionID: 267d546b6333ad562fb92172da2645172f2c66fdf63c24167c5f946030f439aa,1
20180709,13,35,Answer: 10 and Under,SessionID: A78de90a4aca48b0d092662d0c42366391d1e8c9bd71a47095ad0f1e4b74c453,1
20180709,13,59,Answer: 10 and Under,SessionID: F91588cc7fbce68a131f62d11ad6894540c59cf94f48ff85bfe548ca0a78d1da,1
20180709,14,02,Answer: 18+,SessionID: D790a8397ce01a0e238ad21e9648614758a467859df908eac7db766107d5b992,1
20180709,14,22,Answer: Skip,SessionID: Fe2318b714c363216a2874336dfd5fea0e3331613ea3af767e85e93f3b50ceec,1
20180709,14,31,Answer: 11-17,SessionID: 3cfd6489c6529bfe44c49b13b330179717870718ab812c144c08ca389e964e88,1
20180709,14,35,Answer: 11-17,SessionID: 8d433bc90333d7ba2ce4eea1cf97800f28d56fd162bceb2dc800e75cb734fae8,1
20180709,14,37,Answer: 18+,SessionID: D3b84ce96a5314fe1f355540edd091184ba1fa616df998fef9920dbbc20cb77b,1
20180709,14,38,Answer: 10 and Under,SessionID: D3b84ce96a5314fe1f355540edd091184ba1fa616df998fef9920dbbc20cb77b,1
20180709,14,39,Answer: 11-17,SessionID: D3b84ce96a5314fe1f355540edd091184ba1fa616df998fef9920dbbc20cb77b,1
20180709,14,54,Answer: 11-17,SessionID: 65b3c3d42ab2cabd1fabefffcf0842569c81e3fd3b7afb7a458e03d22274ab77,1
20180710,10,34,Answer: 10 and Under,SessionID: 7c00b32dda8b735a392c1990d7e24c63ba8b93073342e75f8c8dede74106a60d,1
20180710,10,52,Answer: 11-17,SessionID: 7c00b32dda8b735a392c1990d7e24c63ba8b93073342e75f8c8dede74106a60d,1
20180710,10,53,Answer: 10 and Under,SessionID: E431e9029341f4f644d5f8148d44ada434f1078644db81a39237f196d23ec118,1
20180710,11,09,Answer: 10 and Under,SessionID: 5d09811327932371f28e8153ce7cd2bc4c75875d9277d41c245f5e9fa3a21062,1
20180710,11,14,Answer: Skip,SessionID: 5d09811327932371f28e8153ce7cd2bc4c75875d9277d41c245f5e9fa3a21062,1
20180710,11,15,Answer: 11-17,SessionID: 5d09811327932371f28e8153ce7cd2bc4c75875d9277d41c245f5e9fa3a21062,1
20180710,12,12,Answer: Skip,SessionID: 5d09811327932371f28e8153ce7cd2bc4c75875d9277d41c245f5e9fa3a21062,1
20180710,12,14,Answer: 11-17,SessionID: 5d09811327932371f28e8153ce7cd2bc4c75875d9277d41c245f5e9fa3a21062,1
20180710,12,22,Answer: 11-17,SessionID: 0743b42f83a584a965ee811697a62b9e65e9b0a311659765e11e547c1930136a,1
20180710,12,31,Answer: 18+,SessionID: 5dfb71561d0c9d35e79e20afd8c496ad5445ab8f56f694feb3b7976cedac07f1,1
20180710,12,35,Answer: 11-17,SessionID: 8bc48bc5e02f49e6199a6361adf38cfb54afefc56bf8b753028ed30446839970,1
20180710,12,44,Answer: 11-17,SessionID: Efe56ea8a371a4dd8ea2a9946b48b42070ef76a05702df5ed3d7ffc1ef978bee,1
20180710,13,06,Answer: Skip,SessionID: 6069800ecb3f2e2adeebdb35d67b12297e28658afd554152d30b05d681125790,1
